ProductKey,ProductName,Category,SubCategory,Brand
420,Spectre x360 14 i9 32GB,LAPTOPS,Ultrabooks,hp
421,Galaxy Z Fold 6 128GB,SMARTPHONES,Foldable Phones,Samsung
422,QNED 90 65 inch,TELEVISIONS,LED TVs,LG
423,PlayStation 5 Slim,Gaming,Consoles,sony
424,ProArt Studiobook i9 32GB,Laptops,Business Laptops,ASUS
425,ROG Zephyrus G14 i9 32GB,Laptops,Gaming Laptops,ASUS
426,Galaxy Tab S10 Ultra 128GB WiFi,TABLETS,Premium Tablets,samsung
427,Spectre x360 14 i7 32GB,Laptops,Ultrabooks,hp
428,MX Anywhere 3S White,ACCESSORIES,Mice,LOGITECH
429,WH-1000XM6 White,audio,Headphones ,sony
430,Envy 15 i7 32GB,laptops,Business Laptops,HP
431,ROG Strix G16 i9 32GB,Laptops,Gaming Laptops,ASUS
432,XPS 13 i9 32GB,LAPTOPS, Ultrabooks,DELL
433,Spectre x360 16 i7 32GB,LAPTOPS,Ultrabooks,HP
434,IdeaPad Slim 3 i9 32GB,Laptops,Business Laptops,Lenovo
435,Galaxy S25 Plus 256GB,Smartphones,Flagship Phones,samsung
436,Poco X7 Pro 1TB,smartphones,Mid-Range Phones,XIAOMI
437,ThinkPad X1 Yoga i7 16GB,Laptops,Business Laptops,Lenovo
438,DualSense Controller Black,Gaming,Controllers,Sony
439,iPhone 15 128GB,Smartphones, Flagship Phones,apple
440,Galaxy S24 128GB,smartphones,Flagship Phones,SAMSUNG
441,Galaxy S25 256GB,smartphones,Flagship Phones,samsung
442,Gram 16 i7 16GB,Laptops,Ultrabooks,LG
443,iPad mini 256GB WiFi,tablets,Compact Tablets,Apple
444,Aspire 5 i5 16GB,Laptops,Business Laptops,Acer
445,ZenBook 14 OLED i7 32GB,LAPTOPS,Ultrabooks,ASUS
446,Galaxy A16 256GB,Smartphones,Budget Phones,Samsung
447,iPhone 16 Pro Max 1TB,smartphones,Flagship Phones,apple
448,EOS R100 Silver,cameras,Compact Cameras,Canon
449,Nitro XV272 32 inch,monitors,Gaming Monitors,ACER
450,EliteBook 840 i5 16GB,Laptops,Business Laptops ,HP
451,AirPods Max Black,audio,Headphones,apple
452,iPhone 16 Pro Max 256GB,Smartphones,Flagship Phones,Apple
453,S2722DGM 32 inch,Monitors,Gaming Monitors,dell
454,EOS R8 Blue,Cameras,Mirrorless Cameras,Canon
455,Galaxy A36 512GB,SMARTPHONES,Mid-Range Phones,samsung
456,ThinkPad T14 i7 16GB,laptops,Business Laptops,lenovo
457,Pad 6 512GB Cellular,Tablets, Mid-Range Tablets,XIAOMI
458,Alienware m18 i5 16GB,Laptops,Gaming Laptops,dell
459,OLED G4 55 inch,Televisions,OLED TVs,lg
460,Galaxy Watch Ultra Blue,WEARABLES,Smartwatches,Samsung
461,TUF Gaming VG27 27 inch,Monitors, Gaming Monitors,ASUS
462,ThinkPad X1 Carbon i9 32GB,Laptops,Business Laptops,Lenovo
463,Poco X7 Pro 256GB,Smartphones,Mid-Range Phones,XIAOMI
464,Alienware x16 i7 32GB,laptops,Gaming Laptops,Dell
465,G Pro X Superlight 2 Silver,Accessories,Mice,LOGITECH
466,ProArt Studiobook i7 32GB,Laptops,Business Laptops,ASUS
467,IdeaPad 5 i9 32GB,Laptops,Business Laptops,lenovo
468,G Pro X Superlight 2 Blue,accessories,Mice,LOGITECH
469,TUF Gaming A15 i7 16GB,Laptops,Gaming Laptops,ASUS
470,iPad mini 256GB Cellular,Tablets,Compact Tablets,Apple
471,Smart Band 9 White,Wearables,Fitness Bands,Xiaomi
472,Chromebook Spin 514 i7 16GB,Laptops,Ultrabooks,acer
473,EOS R100 Blue,cameras,Compact Cameras,CANON
474,ZV-E10 Black,Cameras,Compact Cameras ,sony
475,PowerShot G7 X Mark III Blue,cameras,Compact Cameras,canon
476,iPhone 16 512GB,smartphones,Flagship Phones,Apple
477,iPad mini 128GB WiFi,Tablets,Compact Tablets,apple
478,QNED 90 55 inch,Televisions,LED TVs,LG
479,Envy 15 i9 32GB,Laptops,Business Laptops,HP
480,UHD UR80 77 inch,Televisions,LED TVs,LG
481,iPad Pro 13 256GB WiFi,Tablets,Premium Tablets,apple
482,Bravia 9 48 inch,televisions,LED TVs,Sony
483,Galaxy S25 512GB,SMARTPHONES,Flagship Phones,SAMSUNG
484,Alienware x16 i7 16GB,Laptops,Gaming Laptops,DELL
485,iPad Air 11 128GB WiFi,Tablets,Mid-Range Tablets,Apple
486,IdeaPad 5 i7 32GB,Laptops,Business Laptops,lenovo
487,C920 Webcam,Accessories,Webcams,logitech
488,LOQ 15 i9 32GB,LAPTOPS,Gaming Laptops,LENOVO
489,QLED Q80D 77 inch,televisions,QLED TVs,samsung
490,Apple Watch Ultra 2 White,WEARABLES,Smartwatches,Apple
491,Galaxy S25 1TB,smartphones,Flagship Phones,SAMSUNG
492,Pad 6 128GB WiFi,tablets,Mid-Range Tablets,Xiaomi
493,Gram 16 i5 16GB,laptops,Ultrabooks,LG
494,Victus 15 i7 32GB,LAPTOPS,Gaming Laptops,HP
495,IdeaPad Slim 3 i5 16GB,Laptops,Business Laptops,Lenovo
496,iPhone 15 Pro 128GB,Smartphones,Flagship Phones,Apple
497,G502 X Black,accessories,Mice,Logitech
498,Galaxy A56 512GB,smartphones,Mid-Range Phones,Samsung
499,Galaxy Z Flip 6 256GB,smartphones,Foldable Phones,samsung
500,Predator Triton 14 i7 16GB,laptops,Gaming Laptops,Acer
501,Odyssey G9 27 inch,MONITORS,Gaming Monitors,SAMSUNG
502,EOS R5 Blue,cameras,Mirrorless Cameras,Canon
503,Redmi 14C 512GB,smartphones,Budget Phones,xiaomi
504,Galaxy Watch 7 Blue,Wearables,Smartwatches,Samsung
505,Chromebook Spin 514 i9 32GB,Laptops,Ultrabooks,Acer
506,Galaxy Tab A9 256GB Cellular,TABLETS,Entry Tablets,Samsung
507,Inspiron 15 i7 16GB,Laptops,Business Laptops,Dell
508,MX Master 3S Silver,Accessories,Mice,Logitech
509,XPS 17 i9 32GB,laptops,Ultrabooks,Dell
510,Galaxy Tab A9 512GB Cellular,Tablets,Entry Tablets,Samsung
511,Pavilion 15 i7 16GB,LAPTOPS,Business Laptops ,HP
512,UltraGear 27GP 32 inch,Monitors,Gaming Monitors,LG
513,Apple Watch Ultra 2 Blue,wearables,Smartwatches,apple
514,G15 Gaming i5 16GB,Laptops,Gaming Laptops,Dell
515,G Pro X Superlight 2 Black,Accessories,Mice,logitech
516,WH-CH720N Blue,Audio,Headphones,Sony
517,Watch S4 Silver,Wearables,Smartwatches,Xiaomi
518,UltraWide 34WP 34 inch,Monitors,Professional Monitors,LG
519,WH-1000XM5 Black,audio,Headphones,Sony
520,Predator Helios 16 i7 32GB,Laptops,Gaming Laptops,ACER
521,iPhone 15 Pro 256GB,Smartphones,Flagship Phones,Apple
522,Redmi Note 14 Pro 1TB,Smartphones,Mid-Range Phones,Xiaomi
523,iPhone 15 Pro Max 256GB,Smartphones,Flagship Phones,Apple
524,Predator Triton 14 i7 32GB,Laptops,Gaming Laptops ,Acer
525,iPad Air 11 256GB Cellular,tablets, Mid-Range Tablets,Apple
526,Latitude 5540 i7 16GB,laptops,Business Laptops,Dell
527,iPhone 15 1TB,Smartphones,Flagship Phones,Apple
528,iPhone 16 Plus 128GB,smartphones,Flagship Phones,Apple
529,Redmi Note 14 Pro 256GB,Smartphones,Mid-Range Phones,Xiaomi
530,14T Pro 1TB,Smartphones,Mid-Range Phones,xiaomi
531,MacBook Pro 14 i9 32GB,laptops,Business Laptops,Apple
532,ROG Strix G16 i7 16GB,Laptops,Gaming Laptops,asus
533,Galaxy Tab S10 Ultra 256GB Cellular,TABLETS,Premium Tablets,Samsung
534,Gram 17 i7 16GB,Laptops,Ultrabooks,LG
535,Watch S4 Blue,Wearables,Smartwatches,Xiaomi
536,ZenBook Duo i5 16GB,laptops, Ultrabooks,ASUS
537,VivoBook 15 i7 32GB,Laptops,Business Laptops,ASUS
538,Legion Pro 5 i5 16GB,Laptops,Gaming Laptops,lenovo
539,Aspire 5 i7 16GB,LAPTOPS,Business Laptops,ACER
540,ThinkPad X1 Carbon i7 16GB,LAPTOPS,Business Laptops,Lenovo
541,UltraGear 27GP 34 inch,Monitors,Gaming Monitors,lg
542,VivoBook 15 i7 16GB,Laptops,Business Laptops,ASUS
543,iPhone 15 Pro Max 128GB,smartphones, Flagship Phones,Apple
544,iPhone 16 Pro Max Graphite,smartphones,Flagship Phones,APPLE
545,iPhone 16 Pro Graphite,SMARTPHONES,Flagship Phones,apple
546,iPhone 16 Plus Graphite,Smartphones,Flagship Phones,apple
547,iPhone 16 Graphite,Smartphones,Flagship Phones,apple
548,iPhone 15 Pro Max Graphite,Smartphones,Flagship Phones,Apple
549,iPhone 15 Pro Graphite,Smartphones,Flagship Phones,Apple
550,iPhone 15 Graphite,smartphones,Flagship Phones,apple
551,iPhone 14 Graphite,Smartphones,Mid-Range Phones,Apple
552,iPhone SE Graphite,SMARTPHONES,Mid-Range Phones,Apple
553,MacBook Air M4 Graphite,LAPTOPS,Ultrabooks,Apple
554,MacBook Air M3 Graphite,laptops,Ultrabooks,apple
555,MacBook Pro 14 Graphite,Laptops,Business Laptops,apple
556,MacBook Pro 16 Graphite,LAPTOPS,Business Laptops,Apple
557,iPad Pro 13 Graphite,Tablets,Premium Tablets,Apple
558,iPad Air 11 Graphite,TABLETS, Mid-Range Tablets,Apple
559,iPad 10th Gen Graphite,tablets,Entry Tablets,Apple
560,iPad mini Graphite,TABLETS,Compact Tablets ,Apple
561,Apple Watch Series 10 Graphite,wearables, Smartwatches,Apple
562,Apple Watch Ultra 2 Graphite,Wearables,Smartwatches,Apple
563,Apple Watch SE Graphite,wearables,Smartwatches,Apple
564,AirPods Pro 2 Graphite,audio,Earbuds ,apple
565,AirPods 4 Graphite,audio,Earbuds,Apple
566,AirPods Max Graphite,audio,Headphones,apple
567,iMac 24 Graphite,DESKTOPS,All-in-One,Apple
568,Mac mini Graphite,Desktops,Mini PC,APPLE
569,Studio Display Graphite,monitors,Professional Monitors,apple
570,Galaxy S25 Ultra Graphite,smartphones,Flagship Phones,samsung
571,Galaxy S25 Plus Graphite,Smartphones,Flagship Phones,Samsung
572,Galaxy S25 Graphite,smartphones,Flagship Phones,samsung
573,Galaxy S24 Ultra Graphite,Smartphones,Flagship Phones ,SAMSUNG
574,Galaxy S24 Graphite,Smartphones,Flagship Phones,Samsung
575,Galaxy A56 Graphite,Smartphones,Mid-Range Phones,Samsung
576,Galaxy A36 Graphite,smartphones,Mid-Range Phones,samsung
577,Galaxy A16 Graphite,Smartphones,Budget Phones,Samsung
578,Galaxy Z Fold 6 Graphite,Smartphones,Foldable Phones,Samsung
579,Galaxy Z Flip 6 Graphite,smartphones,Foldable Phones,SAMSUNG
580,Galaxy Tab S10 Ultra Graphite,Tablets,Premium Tablets,samsung
581,Galaxy Tab S10 Graphite,Tablets,Mid-Range Tablets,Samsung
582,Galaxy Tab A9 Graphite,TABLETS,Entry Tablets,SAMSUNG
583,Galaxy Watch 7 Graphite,wearables,Smartwatches,SAMSUNG
584,Galaxy Watch Ultra Graphite,WEARABLES,Smartwatches,SAMSUNG
585,Galaxy Buds 3 Pro Graphite,audio,Earbuds,SAMSUNG
586,Galaxy Buds 3 Graphite,Audio, Earbuds,samsung
587,Neo QLED 8K QN900D Graphite,TELEVISIONS,QLED TVs,Samsung
588,QLED Q80D Graphite,Televisions,QLED TVs,Samsung
589,Crystal UHD DU8000 Graphite,Televisions,LED TVs ,SAMSUNG
590,The Frame Graphite,televisions,QLED TVs ,SAMSUNG
591,Odyssey G9 Graphite,Monitors,Gaming Monitors,SAMSUNG
592,ViewFinity S9 Graphite,monitors,Professional Monitors,SAMSUNG
593,XPS 13 Graphite,laptops,Ultrabooks,Dell
594,XPS 15 Graphite,laptops,Ultrabooks ,Dell
595,XPS 17 Graphite,Laptops,Ultrabooks,DELL
596,Inspiron 15 Graphite,Laptops,Business Laptops,Dell
597,Inspiron 14 Graphite,Laptops,Business Laptops,Dell
598,Latitude 7450 Graphite,Laptops,Business Laptops,Dell
599,Latitude 5540 Graphite,Laptops,Business Laptops,dell
600,Alienware m18 Graphite,LAPTOPS,Gaming Laptops,Dell
601,Alienware x16 Graphite,Laptops,Gaming Laptops,DELL
602,G15 Gaming Graphite,Laptops,Gaming Laptops,Dell
603,UltraSharp U2723QE Graphite,Monitors,Professional Monitors,DELL
604,S2722DGM Graphite,Monitors,Gaming Monitors,Dell
605,Spectre x360 14 Graphite,Laptops, Ultrabooks,HP
606,Spectre x360 16 Graphite,LAPTOPS,Ultrabooks,HP
607,Envy 15 Graphite,laptops,Business Laptops,HP
608,Pavilion 15 Graphite,Laptops,Business Laptops,hp
609,Pavilion Aero 13 Graphite,laptops,Ultrabooks,HP
610,EliteBook 840 Graphite,Laptops,Business Laptops,HP
611,Omen 16 Graphite,Laptops,Gaming Laptops,hp
612,Victus 15 Graphite,laptops,Gaming Laptops,hp
613,E24 Monitor Graphite,Monitors,Professional Monitors,HP
614,ThinkPad X1 Carbon Graphite,Laptops,Business Laptops,lenovo
615,ThinkPad X1 Yoga Graphite,LAPTOPS,Business Laptops,LENOVO
616,ThinkPad T14 Graphite,Laptops,Business Laptops,LENOVO
617,IdeaPad Slim 3 Graphite,Laptops,Business Laptops,LENOVO
618,IdeaPad 5 Graphite,Laptops,Business Laptops ,Lenovo
619,Yoga 9i Graphite,laptops,Ultrabooks,lenovo
620,Legion Pro 5 Graphite,Laptops,Gaming Laptops,lenovo
621,Legion 5 Graphite,laptops,Gaming Laptops,Lenovo
622,LOQ 15 Graphite,LAPTOPS,Gaming Laptops,LENOVO
623,WH-1000XM6 Graphite,Audio,Headphones,sony
624,WH-1000XM5 Graphite,AUDIO,Headphones,Sony
625,WF-1000XM5 Graphite,Audio,Earbuds,Sony
626,WH-CH720N Graphite,audio,Headphones,Sony
627,Bravia XR A95L OLED Graphite,televisions,OLED TVs,SONY
628,Bravia 9 Graphite,TELEVISIONS,LED TVs,SONY
629,Alpha A7 IV Graphite,Cameras,Mirrorless Cameras,sony
630,Alpha A7C II Graphite,Cameras,Mirrorless Cameras,Sony
631,ZV-E10 Graphite,Cameras,Compact Cameras,Sony
632,PlayStation 5 Graphite,GAMING,Consoles,Sony
633,PlayStation 5 Slim Graphite,Gaming,Consoles,sony
634,PlayStation 5 Pro Graphite,gaming,Consoles,Sony
635,DualSense Controller Graphite,Gaming,Controllers,sony
636,OLED C5 Graphite,Televisions,OLED TVs,LG
637,OLED C4 Graphite,televisions,OLED TVs,LG
638,OLED G4 Graphite,Televisions,OLED TVs,LG
639,QNED 90 Graphite,televisions,LED TVs,LG
640,UHD UR80 Graphite,televisions,LED TVs,LG
641,Gram 16 Graphite,Laptops,Ultrabooks,LG
642,Gram 17 Graphite,Laptops,Ultrabooks,LG
643,UltraGear 27GP Graphite,monitors,Gaming Monitors,lg
644,UltraWide 34WP Graphite,Monitors,Professional Monitors,LG
645,ROG Zephyrus G14 Graphite,Laptops,Gaming Laptops ,ASUS
646,ROG Strix G16 Graphite,Laptops,Gaming Laptops,ASUS
647,ZenBook 14 OLED Graphite,laptops,Ultrabooks,ASUS
648,ZenBook Duo Graphite,laptops,Ultrabooks,ASUS
649,VivoBook 15 Graphite,Laptops,Business Laptops,ASUS
650,TUF Gaming A15 Graphite,Laptops,Gaming Laptops ,ASUS
651,ProArt Studiobook Graphite,Laptops,Business Laptops,ASUS
652,ROG Swift PG27 Graphite,MONITORS,Gaming Monitors,ASUS
653,TUF Gaming VG27 Graphite,monitors,Gaming Monitors,ASUS
654,Predator Helios 16 Graphite,Laptops,Gaming Laptops,ACER
655,Predator Triton 14 Graphite,Laptops,Gaming Laptops,Acer
656,Swift Go 14 Graphite,Laptops,Ultrabooks,Acer
657,Aspire 5 Graphite,Laptops,Business Laptops,ACER
658,Nitro 5 Graphite,laptops,Gaming Laptops,Acer
659,Chromebook Spin 514 Graphite,laptops, Ultrabooks,ACER
660,Nitro XV272 Graphite,Monitors,Gaming Monitors,acer
661,14 Ultra Graphite,Smartphones, Flagship Phones,XIAOMI
662,14 Graphite,smartphones,Flagship Phones,Xiaomi
663,14T Pro Graphite,Smartphones,Mid-Range Phones,xiaomi
664,Redmi Note 14 Pro Graphite,smartphones,Mid-Range Phones,Xiaomi
665,Redmi Note 14 Graphite,Smartphones,Mid-Range Phones,XIAOMI
666,Poco X7 Pro Graphite,Smartphones,Mid-Range Phones,Xiaomi
667,Redmi 14C Graphite,Smartphones,Budget Phones,XIAOMI
668,Watch S4 Graphite,Wearables,Smartwatches,Xiaomi
669,Smart Band 9 Graphite,wearables,Fitness Bands,Xiaomi
670,Buds 5 Graphite,audio,Earbuds,XIAOMI
671,Pad 6 Graphite,Tablets,Mid-Range Tablets,Xiaomi
672,MX Master 3S Graphite,ACCESSORIES,Mice,LOGITECH
673,MX Anywhere 3S Graphite,Accessories,Mice,logitech
674,G Pro X Superlight 2 Graphite,Accessories,Mice,Logitech
675,G502 X Graphite,accessories,Mice,Logitech
676,MX Keys S Graphite,ACCESSORIES, Keyboards,Logitech
677,MX Mechanical Graphite,Accessories,Keyboards,LOGITECH
678,K380 Graphite,accessories,Keyboards,logitech
679,C920 Webcam Graphite,Accessories,Webcams,Logitech
680,Brio 4K Graphite,Accessories,Webcams,LOGITECH
681,EOS R8 Graphite,Cameras,Mirrorless Cameras,Canon
682,EOS R6 Mark II Graphite,Cameras,Mirrorless Cameras,Canon
683,EOS R50 Graphite,cameras,Mirrorless Cameras,Canon
684,EOS R100 Graphite,Cameras,Compact Cameras,Canon
685,EOS R5 Graphite,Cameras,Mirrorless Cameras,canon
686,PowerShot G7 X Mark III Graphite,Cameras,Compact Cameras,canon
687,RF 50mm F1.8 Graphite,cameras,Lenses,canon
688,RF 24-105mm F4 Graphite,cameras,Lenses,Canon
689,iPhone 16 Pro Max Rose,smartphones,Flagship Phones,Apple
690,iPhone 16 Pro Rose,Smartphones,Flagship Phones,apple
691,iPhone 16 Plus Rose,SMARTPHONES,Flagship Phones,Apple
692,iPhone 16 Rose,smartphones,Flagship Phones,APPLE
693,iPhone 15 Pro Max Rose,smartphones,Flagship Phones,Apple
694,iPhone 15 Pro Rose,SMARTPHONES,Flagship Phones,Apple
695,iPhone 15 Rose,Smartphones,Flagship Phones,APPLE
696,iPhone 14 Rose,Smartphones,Mid-Range Phones,Apple
697,iPhone SE Rose,smartphones,Mid-Range Phones,APPLE
698,MacBook Air M4 Rose,laptops,Ultrabooks,Apple
699,MacBook Air M3 Rose,Laptops,Ultrabooks,Apple
700,MacBook Pro 14 Rose,Laptops,Business Laptops,APPLE
